stat_nm,stat_id,chger_id,charger_type,addr,lat,lon,use_time,busi_id,busi_nm,busi_call,chger_stat,stat_upd_dt,power_type,city_do_cd,parking_free_yn,stat_note,limit_yn,limit_detail,del_yn,del_detail
서울시 강남구 서울주택도시공사,PI000710,6,완속,서울특별시 강남구 개포로 621,37.49413049,127.0787811,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
서울시 강남구 서울주택도시공사,PI000710,7,완속,서울특별시 강남구 개포로 621,37.49413049,127.0787811,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
서울시 강남구 서울주택도시공사,PI000710,8,완속,서울특별시 강남구 개포로 621,37.49413049,127.0787811,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
서울시 강남구 서울주택도시공사,PI000710,9,완속,서울특별시 강남구 개포로 621,37.49413049,127.0787811,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
서울시 강남구 서울주택도시공사,PI000710,10,완속,서울특별시 강남구 개포로 621,37.49413049,127.0787811,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
sh서울주택도시공사,ME18B278,11,급속,서울특별시 강남구 개포로 621,37.49414,127.07879,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,Y,,N,,N,
sh서울주택도시공사,ME18B278,12,급속,서울특별시 강남구 개포로 621,37.49414,127.07879,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,Y,,N,,N,
대청타워,EP210214,1,완속,서울특별시 강남구 개포로 623,37.4943412,127.0796478,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,Y,,N,,N,
대청타워,EP210214,2,완속,서울특별시 강남구 개포로 623,37.4943412,127.0796478,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,Y,,N,,N,
대청타워,EP210214,3,완속,서울특별시 강남구 개포로 623,37.4943412,127.0796478,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,Y,,N,,N,
대청타워,EP210214,11,완속,서울특별시 강남구 개포로 623,37.4943412,127.0796478,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,Y,,N,,N,
대청타워,EP210214,12,완속,서울특별시 강남구 개포로 623,37.4943412,127.0796478,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,Y,,N,,N,
탄천물재생센터,ME19A243,21,급속,서울특별시 강남구 개포로 625,37.4959067,127.0799979,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,N,,N,,N,
탄천물재생센터,ME19A243,22,급속,서울특별시 강남구 개포로 625,37.4959067,127.0799979,24시간 이용가능,ME,환경부,1661-9408,3,2.02E+13,,11,N,,N,,N,
LG개포자이아파트 입주자대표회의,EZ200269,1,완속,서울특별시 강남구 개포로109길 69,37.4964048,127.0771263,24시간 이용가능,EZ,(주)차지인,1577-8961,9,,,11,N,,N,거주자외 출입제한,N,
LG개포자이아파트 입주자대표회의,EZ200269,2,완속,서울특별시 강남구 개포로109길 69,37.4964048,127.0771263,24시간 이용가능,EZ,(주)차지인,1577-8961,9,,,11,N,,N,거주자외 출입제한,N,
LG개포자이아파트 입주자대표회의,EZ200269,3,완속,서울특별시 강남구 개포로109길 69,37.4964048,127.0771263,24시간 이용가능,EZ,(주)차지인,1577-8961,9,,,11,N,,N,거주자외 출입제한,N,
LG개포자이아파트 입주자대표회의,EZ200269,4,완속,서울특별시 강남구 개포로109길 69,37.4964048,127.0771263,24시간 이용가능,EZ,(주)차지인,1577-8961,9,,,11,N,,N,거주자외 출입제한,N,
LG개포자이아파트,PI202478,1,완속,"서울특별시 강남구 개포로109길 69 (개포동, 엘지개포자이)",37.4963,127.077,,PI,차지비,1600-4047,2,2.02E+13,,11,Y,입주민 등 거주자 외 출입 제한,N,,N,
개포7차우성아파트,KL002032,1,완속,서울특별시 강남구 개포로110길 15,37.4920292,127.0775192,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
개포7차우성아파트,KL002032,2,완속,서울특별시 강남구 개포로110길 15,37.4920292,127.0775192,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
개포7차우성아파트,KL002032,3,완속,서울특별시 강남구 개포로110길 15,37.4920292,127.0775192,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
서울시 강남구 디에이치포레센트,PI200751,1,완속,서울특별시 강남구 개포로110길 38,37.4903572,127.0781799,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
서울시 강남구 디에이치포레센트,PI200751,2,완속,서울특별시 강남구 개포로110길 38,37.4903572,127.0781799,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
서울시 강남구 디에이치포레센트,PI200751,3,완속,서울특별시 강남구 개포로110길 38,37.4903572,127.0781799,24시간 이용가능,PI,차지비,1600-4047,9,,,11,Y,,N,,N,
개포4동주민센터,EV001256,1,완속,서울특별시 강남구 개포로38길 12 (개포동),37.47882112,127.0516583,평일 09시~18시 이용가능,EV,에버온,1661-7766,2,2.02E+13,,11,Y,,N,,N,
일원본동 주민센터,ME19A171,1,급속,서울특별시 강남구 광평로 126,37.4833754,127.0863932,24시간 이용가능,ME,환경부,1661-9408,2,2.02E+13,,11,Y,,N,,N,
사이룩스오피스텔 건물관리위원회,PW011372,1,완속,서울특별시 강남구 광평로 295,37.4885591,127.1044707,24시간 이용가능,PW,파워큐브,1833-8017,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
사이룩스오피스텔 건물관리위원회,PW011372,2,완속,서울특별시 강남구 광평로 295,37.4885591,127.1044707,24시간 이용가능,PW,파워큐브,1833-8017,1,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
사이룩스오피스텔 건물관리위원회,PW011372,3,완속,서울특별시 강남구 광평로 295,37.4885591,127.1044707,24시간 이용가능,PW,파워큐브,1833-8017,3,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
사이룩스오피스텔 건물관리위원회,PW011372,4,완속,서울특별시 강남구 광평로 295,37.4885591,127.1044707,24시간 이용가능,PW,파워큐브,1833-8017,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
일원동한솔아파트,PI121963,1,완속,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)",37.4843,127.079,~,PI,차지비,1600-4047,2,2.02E+13,,11,N,,N,,N,
일원동한솔아파트,PI121963,2,완속,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)",37.4843,127.079,~,PI,차지비,1600-4047,1,2.02E+13,,11,N,,N,,N,
일원목련타운1,EV001457,1,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48520591,127.0841617,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운1,EV001457,2,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48520591,127.0841617,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운1,EV001457,3,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48520591,127.0841617,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운2,EV001458,1,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.485372,127.0849929,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운2,EV001458,2,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.485372,127.0849929,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운3,EV001459,1,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48520021,127.0858181,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,3,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운3,EV001459,2,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48520021,127.0858181,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운4,EV001460,1,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48412788,127.0859978,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,3,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
일원목련타운4,EV001460,2,완속,"서울특별시 강남구 광평로19길 15 (일원동, 목련타운아파트)",37.48412788,127.0859978,"24시간 이용가능,입주민만 사용가능 거주자 외 출입제",EV,에버온,1661-7766,2,2.02E+13,,11,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
서울시 서울아동복지센터,PI000455,1,완속,서울특별시 강남구 광평로34길 124,37.47974403,127.0878288,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
강남더샾포레스트아파트,KL001157,1,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,2,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,3,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,4,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,5,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,6,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,7,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,8,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,9,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남더샾포레스트아파트,KL001157,10,완속,서울특별시 강남구 광평로34길 35,37.481093,127.094718,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
강남데시앙포레 입주자대표회의,PW012668,1,완속,서울특별시 강남구 광평로34길 55,37.48084908,127.0923667,24시간 이용가능,PW,파워큐브,1833-8017,3,2.02E+13,,11,Y,,Y,거주자외 출입제한,N,
케이티수서빌딩,PI202819,11,완속,"서울특별시 강남구 광평로47길 28 (수서동, KT)",37.4884,127.099,,PI,차지비,1600-4047,2,2.02E+13,,11,Y,,Y,사업장 거주자외 출입제한,N,
케이티수서빌딩,PI202819,12,완속,"서울특별시 강남구 광평로47길 28 (수서동, KT)",37.4884,127.099,,PI,차지비,1600-4047,3,2.02E+13,,11,Y,,Y,사업장 거주자외 출입제한,N,
한아름아파트,KL001949,1,완속,서울특별시 강남구 광평로51길 22,37.4893132,127.1034314,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,N,,N,
한아름아파트,KL001949,2,완속,서울특별시 강남구 광평로51길 22,37.4893132,127.1034314,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,N,,N,
한아름아파트,KL001949,3,완속,서울특별시 강남구 광평로51길 22,37.4893132,127.1034314,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
한아름아파트,KL001949,4,완속,서울특별시 강남구 광평로51길 22,37.4893132,127.1034314,24시간 이용가능,KL,(주)클린일렉스,1811-1350,9,,,11,Y,,N,,N,
한아름아파트,KL001949,5,완속,서울특별시 강남구 광평로51길 22,37.4893132,127.1034314,24시간 이용가능,KL,(주)클린일렉스,1811-1350,2,2.02E+13,,11,Y,,N,,N,
SETEC 전시장,HE000427,1,완속,서울특별시 강남구 남부순환로,37.496059,127.072229,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,2.02E+13,,11,Y,,N,,N,
SETEC 전시장,HE000427,2,완속,서울특별시 강남구 남부순환로,37.496059,127.072229,24시간 이용가능,HE,한국전기차충전서비스,1522-1782,2,2.02E+13,,11,Y,,N,,N,
케이티양재빌딩,PI202864,1,급속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,N,,N,
케이티양재빌딩,PI202864,2,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,9,,,11,Y,비개방,Y,거주자외 출입제한,N,
케이티양재빌딩,PI202864,3,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,9,,,11,Y,비개방,Y,거주자외 출입제한,N,
케이티양재빌딩,PI202864,11,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,3,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티양재빌딩,PI202864,12,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,3,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티양재빌딩,PI202864,21,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티양재빌딩,PI202864,22,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티양재빌딩,PI202864,31,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
케이티양재빌딩,PI202864,32,완속,"서울특별시 강남구 남부순환로 2653 (도곡동, KT양재지점)",37.4859,127.04,비개방,PI,차지비,1600-4047,2,2.02E+13,,11,Y,비개방,Y,사업장 거주자외 출입제한,N,
군인공제회관(급속/50kw),EP210363,1,급속,서울특별시 강남구 남부순환로 2806,37.48910918,127.052914,24시간 이용가능,EP,(주)이카플러그,1833-4577,9,,,11,N,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
서울시 SETEC,PI000308,1,완속,서울특별시 강남구 남부순환로 3104,37.4956774,127.0719118,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,Y,주차비유료,N,,N,
서울시 SETEC,PI000308,2,완속,서울특별시 강남구 남부순환로 3104,37.4956774,127.0719118,24시간 이용가능,PI,차지비,1600-4047,2,2.02E+13,,11,Y,주차비유료,N,,N,
학여울역 공영주차장,ME000040,1,급속,서울특별시 강남구 남부순환로 3104,37.496722,127.070444,05:00~익일01:00,ME,환경부,1661-9408,9,2.02E+13,,11,Y,,N,,N,
서울시동부도로사업소,EV002575,1,완속,서울특별시 강남구 남부순환로 3142-33,37.49727114,127.0764413,"평일 09시~18시 이용가능, 주말/공휴일 이용불가",EV,주식회사 에버온,1661-7766,3,2.02E+13,,11,Y,,N,,N,
코원에너지(민수),PW011417,1,완속,서울특별시 강남구 남부순환로 3165,37.49937347,127.0744447,평일 09:00~18:00,PW,파워큐브,1833-8017,9,,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
코원에너지(민수),PW011417,2,완속,서울특별시 강남구 남부순환로 3165,37.49937347,127.0744447,평일 09:00~18:00,PW,파워큐브,1833-8017,9,,,11,Y,,Y,시설 상황에 따라 이용이 제한될 수 있음,N,
